Deputado,Partido,Estado,Voto,Gênero,Fala,
George Hilton,PROS,MG,Não,M,"Sr. Presidente, eu quero fazer, hoje, no meu voto, uma homenagem a todos os mineiros e brasileiros que um dia lutaram pelo voto popular. Muitos deles pagaram com suas vidas. E esta Casa não tem o direito, hoje, já que as ruas estão divididas — e eram eles que nós tínhamos que consultar hoje, o que realmente a população quer. Trabalhei com a Presidente Dilma, sei o quanto ela é uma mulher honrada, e sei que vou passar para a história sem manchar as minhas mãos e a minha biografia de querer tirar do poder uma mulher eleita legitimamente, e uma mulher honrada. Pela democracia, é não!",
Jaime Martins,PSD,MG,Sim,M,"Sr. Presidente, pelos milhares de mineiros que me confiaram a sua representação aqui nesta Casa, mineiros da minha querida Divinópolis; mineiros da minha terra natal, Nova Serrana; de Formiga; de Arcos; pelo povo de Belo Horizonte; na expectativa, Sr. Presidente, de que este seja o início de uma pauta ética, que traga para a vida pública a decência e a moralidade de volta; pela minha família, pelos meus filhos, pela minha esposa, pela minha neta, pelo meu pai, hoje ausente, mas sempre presente na minha vida, pela minha mãe, Dona Maria, os quais me ensinaram os valores que norteiam a minha vida pública, pelos meus irmãos, eu voto sim, Sr. Presidente.",
Jô Moraes,PCdoB,MG,Não,F,"Sr. Presidente, em homenagem àqueles que deram a vida para que a democracia florescesse neste País, para que os filhos das famílias brasileiras não vivam o que eu vivi na ditadura, eu digo não a esta vergonhosa fraude jurídica e farsa política de Michel Temer e Eduardo Cunha. Lembro aqui as palavras de Tancredo Neves: O primeiro compromisso de Minas é com a liberdade. A luta apenas começou! Eu digo não a esta fraude!",
Júlio Delgado,PSB,MG,Sim,M,"Eu não acho legítimo que um suspeito presida uma sessão como esta. É suspeito pelas irregularidades cometidas aqui nesta Casa. Eu só quero dizer: Cunha, a sua hora vai chegar! Não é por você nem pelos seus golpes que eu vou deixar de votar sim.",
Laudivio Carvalho,SD,MG,Sim,M,"Sr. Presidente, chega de roubalheira no Brasil! Chega de safadeza! Chega de tanta corrupção! Lugar de bandido é na cadeia, não é no Palácio do Governo. Por isso, Sr. Presidente, eu voto sim. Eu voto sim porque não há golpe, há impeachment! Presidente, tchau, querida!",
Leonardo Monteiro,PT,MG,Não,M,"Quero cumprimentar o Brasil, sobretudo os vales de Minas Gerais. Quero dizer também que não reconheço legitimidade nesse processo. Nós temos um Presidente na Câmara que não tem legitimidade para conduzir um processo como esse, em que não há crime. Se não há crime, é golpe! Mesmo assim, quero saudar todos os trabalhadores e trabalhadoras, do campo e da cidade. Quero cumprimentar, sobretudo os beneficiados da educação. Lá na nossa região, no Estado de Minas Gerais, implantamos universidades federais, institutos federais, escola integral. Quero cumprimentar o Brasil também pela implantação do Programa Minha Casa, Minha Vida e de programas importantes. Aqui, há um circo armado. Isso aqui éuma falseta organizada pelo Presidente Cunha e pelo Michel Temer, para golpear o nosso País, sobretudo os trabalhadores e trabalhadoras mais pobres. Por isso, o meu voto é contra o golpe! Meu voto é contra!",
Leonardo Quintão,PMDB,MG,Sim,M,"Sr. Presidente, tranquilamente eu voto por Minas Gerais, pela minha família, pela recuperação do Brasil. Respeitando todos aqui e clamando a benção de Deus para o nosso País, eu voto sim.",
Lincoln Portela,PRB,MG,Sim,M,"Sr. Presidente, estou aqui vendo o Deputado Maurício Quintella Lessa ao meu lado. O Partido Republicano Brasileiro, o PRB, em sua bancada, disse que os 22 Parlamentares votariam coerentemente pela admissibilidade da denúncia. Não estamos julgando aqui se a Presidenta da República é honesta ou não. Estamos julgando a admissibilidade de uma denúncia. O Senado o fará. Não há golpe, porque este ato é legítimo, convalidado pelo Supremo Tribunal Federal, ou então eu estou equivocado. Sr. Presidente, eu voto sim, pela admissibilidade.",
Luis Tibé,PTdoB,MG,Sim,M,"Meu voto não écontra um partido nem a favor de outro. Meu voto representa a vontade do povo da minha querida Belo Horizonte, das Minas Gerais e do Brasil. Meu voto é sim.",
Luiz Fernando Faria,PP,MG,Sim,M,"Sr. Presidente, pelos meus familiares, pela minha mulher, pelos meus filhos, pelos meus liderados, que me pediram que votasse, pelos mineiros e pelos demais brasileiros, o meu voto é sim.",
Marcelo Álvaro Antônio,PR,MG,Sim,M,"Sr. Presidente, pela minhas filhas Amanda Dias e Ana Clara, pela minha esposa Janaína, pela minha mãe, pelas famílias de cada um dos brasileiros — quero fazer uma menção especial à minha região do Barreiro, à nossa querida Belo Horizonte —, levando em consideração também a legitimidade dos protestos, as vozes das ruas, a legalidade do processo e a governabilidade do nosso País, eu voto sim, Sr. Presidente. Que Deus abençoe o nosso Brasil! Sr. Presidente, só para corrigir aqui uma situação. Eu quero mandar um abraço. Eu não mencionei o meu filho, Paulo Henrique.",
Marcelo Aro,PHS,MG,Sim,M,"Sr. Presidente, é importante que as pessoas saibam que eu vim das Minas Gerais, e ninguém vem das Minas Gerais à toa. O Brasil caminha para onde o povo mineiro aponta. Por isso, Sr. Presidente, o meu voto é sim, é sim e é sim.",
Marcos Montes,PSD,MG,Sim,M,"Por você, João Marcos, por você, Felipe, meus queridos netos, esperando um Brasil melhor, por você, Marília, por você, mamãe, pela família uberabense, o meu voto é sim. Pela Frente Parlamentar da Agropecuária, que representa a produção e o emprego neste País, pelo Brasil, por Minas Gerais e pela querida Uberaba e região, o meu voto, Presidente, é sim, com muita responsabilidade.",
Marcus Pestana,PSDB,MG,Sim,M,"Pelas tradições libertárias das Minas de Tancredo, Itamar, JK e Tiradentes, eu digo não à corrupção, eu digo não à fraude fiscal, eu digo não ao estelionato eleitoral, eu digo não à obstrução da Justiça. Cinquenta milhões de votos não é biombo que autorize o assalto do País. Com a Constituição na mão, com o Brasil no coração, eu digo sim ao impeachment.",
Margarida Salomão,PT,MG,Não,F,"Sras. Parlamentares, Srs. Parlamentares, ouvindo com atenção os oradores que me precederam, eu observei, com espanto, que a maioria dos Deputados que apoiam o impeachmento fazem invocando os seus familiares, os aniversários, a situação das estradas, as coisas mais diversas, inclusive o nome de Deus. Não aludem ao crime de responsabilidade, que seria a causa constitucional para o impeachment, porque esse crime não existe. A Presidenta Dilma não cometeu crime nenhum. Ela é uma mulher decente, íntegra, honesta, que está sendo vítima de uma grande injustiça. Peço aos senhores que me ouçam como eu os ouvi. Eu os ouvi mencionando todas as razões. Eu quero falar, em nome da democracia, em homenagem a todos os que estão nas redes sociais e nas ruas, lutando pela democracia e contra o golpe, que voto contra o golpe, contra os golpistas, contra Eduardo Cunha, contra Michel Temer.",
Mário Heringer,PDT,MG,Sim,M,"Sr. Presidente, Sras. e Srs. Deputados, eu não tenho mais idade para ser rebelde, mas ainda tenho idade para ter esperança. E, neste momento, nós precisamos disso, precisamos de mudança. Por isso, eu vou votar sim, Sr. Presidente.",
Mauro Lopes,PMDB,MG,Sim,M,"Prezado Presidente Eduardo Cunha, ocupei o cargo de Ministro de Estado do atual Governo e guardarei a gratidão comigo. Mas, honrando o nosso PMDB com lealdade, na condição de Secretário-Geral do PMDB, junto com o nosso honrado Presidente do partido, Michel Temer, acompanhando também a nossa bancada de Minas Gerais dos Deputados Federais, acompanhando também a bancada do PMDBda Assembleia Legislativa de Minas Gerais, pelo povo de Minas Gerais e também esperando o crescimento do transporte deste País, que está exatamente em uma situação agonizante, eu quero aqui dizer, Sr. Presidente, do fundo da minha alma, pensando na minha família, na minha esposa, nos meus filhos, nos meus netos e nos meus conterrâneos da minha querida Caratinga, que eu voto sim.",
Miguel Corrêa,PT,MG,Não,M,"Senhoras e senhores, cidadãos e cidadãs do Brasil, população brasileira que foi às ruas pelas manifestações contrárias à corrupção, especialmente a favor da democracia, saibam que o mais sagrado de um Estado Democrático de Direito é a sua Constituição, e cumprir a sua regra significa votar não ao impeachment.",
Misael Varella,DEM,MG,Sim,M,"Sr. Presidente, Sras. e Srs. Parlamentares, em respeito aos eleitores mineiros que confiaram o seu voto a mim para suceder o meu pai, Lael Varella, pela Fundação Cristiano Varella, que é o hospital de câncer, pela transparência contra a corrupção, pelo resgate de novas esperanças e pelo resgate da credibilidade política e social, voto sim.",
Newton Cardoso Jr,PMDB,MG,Sim,M,"Sr. Presidente, Sras. e Srs. Parlamentares, dirijo-me a toda a população brasileira neste momento, em especial a todas as famílias e a nossa juventude mineira. Quero dizer que, pela retomada do crescimento no nosso País, por um País verdadeiramente melhor e fiscalmente responsável, pela renovação das esperanças nos corações de todos os brasileiros, por Minas Gerais e pelo Brasil, eu, Newton Cardoso Jr, voto sim.",
Odelmo Leão,PP,MG,Sim,M,"Sr. Presidente, o meu desejo é que, amanhã, renasça um novo dia neste País, nos lares de milhares e milhares de brasileiros, mineiros da minha região do Triângulo Mineiro e na minha querida Uberlândia. Que Deus nos abençoe! Amanhã é um novo dia de esperança. Meu voto é sim.",
Padre João,PT,MG,Não,M,"Pelo respeito ao voto popular, pela Presidenta Dilma, que não cometeu nenhum crime de responsabilidade, pelos movimentos sociais, pela agricultura familiar, pela reforma agrária, pelo povo que está nas ruas exigindo respeito à Constituição, pelo povo latino-americano, eu voto não. E a luta continua, companheiros!",
Patrus Ananias,PT,MG,Não,M,"Colegas Deputadas e Deputados, na minha sexagenária caminhada de militante político e social cristão, jamais vi e ouvi tantas afrontas ao segundo, ao quarto e ao sétimo mandamentos da lei de Deus. Quero dizer também, colegas Deputadas e Deputados, que reassumi nesta Casa o mandato que o povo de Minas Gerais me confiou nas urnas, para lutar contra três golpes que as forças mais conservadoras querem impor ao País. Estamos aqui para impedir um golpe, para lutar contra um golpe contra a Presidenta Dilma. Estamos aqui para lutar contra um golpe contra a democracia brasileira. Por último, quero denunciar que a população brasileira vai ser testemunha do golpe contra as políticas sociais. O golpe contra o Bolsa Família. O golpe contra o Minha Casa, Minha Vida. O golpe contra os pobres. Portanto, o nosso voto é não. Não, não passarão, não passarão.",
Paulo Abi-Ackel,PSDB,MG,Sim,M,"Sr. Presidente, não há absolutamente nenhum golpe em curso neste País. Há absoluto respeito à Constituição Federal. Por isso, com muita convicção, certo de que estou cumprindo com o meu dever cívico, patriótico, voto sim ao impedimento da Presidente da República.",
Raquel Muniz,PSD,MG,Sim,F,"Sr. Presidente, o meu voto é em homenagem às vítimas da BR-251. O meu voto é para dizer que o Brasil tem jeito, e o Prefeito de Montes Claros mostra isso para todos nós com a sua gestão. O meu voto é por Tiago, David, Gabriel, Mateus, minha neta Júlia, minha mãe, Elza. Meu voto é pelo norte de Minas, é por Montes Claros, é por Minas Gerais, é pelo Brasil. Sim, sim, sim!",
Reginaldo Lopes,PT,MG,Não,M,"Quero convidar o povo brasileiro para permanecer nas ruas, porque esta Legislatura já tem um lugar na história, na história de ser a Legislatura revanchista à Constituição de 1988. Vários que estão aqui acham que a Constituição de 1988 não cabe no capitalismo brasileiro. Por isso, querem rasgar a Constituição. O Presidente Eduardo Cunha transforma esta Legislatura num tribunal de exceção. Querem caçar uma Presidente honesta, querem caçar uma Presidente que não cometeu nenhum crime. Querem, em nome da corrupção seletiva, enriquecer alguns, como o Presidente Eduardo Cunha, que é o beneficiário da corrupção, e a Presidenta Dilma é a vítima desse processo. Não ao golpe! Vamos à luta! Vamos contra os golpistas! Vamos à luta!",
Renzo Braz,PP,MG,Sim,M,"Sr. Presidente, pelo futuro de nossas crianças, pelos meus filhos, Marina, Gilberto Braz e Renzo Braz, por minha mulher, por minha Minas e a favor do Brasil, eu voto sim, Sr. Presidente.",
Rodrigo de Castro,PSDB,MG,Sim,M,"Por um futuro melhor para a nossa gente, precisamos reconstruir o País, arrasado pela quadrilha do PT. Precisamos dar novamente esperança às famílias brasileiras. Pelos exemplos e ensinamentos de meu pai, por meus filhos, por minha família, em memória de Juscelino e Tancredo, em honra à bandeira de Minas Gerais, sim ao impedimento da Presidente da República!",
Rodrigo Pacheco,PMDB,MG,Sim,M,"Sr. Presidente, Sras. e Srs. Parlamentares, neste processo jurídico e político, a minha decisão se baseia no entendimento de uma parte considerável da comunidade jurídica brasileira, inclusive da respeitadíssima Ordem dos Advogados do Brasil. Em respeito ao meu glorioso e histórico PMDB de Minas Gerais, sobretudo em razão da vontade, uma vontade manifesta, clara e sincera do povo de Minas, terra de Tiradentes e de todos os brasileiros, o meu voto é sim.",
Saraiva Felipe,PMDB,MG,Sim,M,"Sr. Presidente, Sras. e Srs. Deputados, a decisão unânime do PMDB de Minas Gerais levou em conta, primeiro, o relatório do Deputado Jovair Arantes. Em segundo lugar, pesou muito o descalabro econômico que nós estamos vivendo. Nós temos o recuo das políticas sociais, nós temos a saúde que está em frangalhos, temos uma educação que está cada vez mais com dificuldades, os recursos do FIES estão sendo reduzidos. Então, a pergunta que perpassou a nossa decisão unânime foi: o Brasil dá conta de esperar até 2018? Portanto, o meu voto, que é o voto unânime do PMDB de Minas Gerais, é sim.",
Stefano Aguiar,PSD,MG,Sim,M,"Liliene, meu amor, esse voto é pelo Lorenzo, nosso filho, pelas futuras gerações, pelas crianças do Brasil. Quero homenagear aqui os 3 milhões de guerreiros e guerreiras da família, da nação quadrangular, que há 65 anos contribui e ora por um Brasil melhor. Existe um provérbio que diz: Minas Gerais é a terra do ouro e do diamante e o mineiro em silêncio segue o passo de um gigante. Mas este mineiro aqui não vai ficar em silêncio. Não há golpe! Impeachment! Meu voto é sim.",
